transaction_id,customer_id,amount,timestamp,location,fraud_flag
TXN000045,CUST0464,7283.38,2024-01-01 10:02:40,Pune,0
TXN000046,CUST0271,5959.82,2024-01-01 10:06:22,Ahmedabad,0
TXN000047,CUST0190,4333.39,2024-01-01 10:19:40,Bangalore,0
TXN000048,CUST0446,18966.23,2024-01-01 10:22:41,Pune,0
TXN000049,CUST0175,11173.03,2024-01-01 10:50:15,Ahmedabad,0
TXN000050,CUST0446,1415.16,2024-01-01 11:02:39,Jaipur,0
TXN000051,CUST0051,6866.19,2024-01-01 11:17:13,Ahmedabad,0
TXN000052,CUST0364,843.45,2024-01-01 11:29:00,Kolkata,0
TXN000053,CUST0055,2344.63,2024-01-01 11:43:12,Chennai,0
TXN000054,CUST0244,19351.16,2024-01-01 11:56:56,Bangalore,0
TXN000055,CUST0320,5060.36,2024-01-01 12:12:03,Kolkata,0
TXN000056,CUST0131,17912.86,2024-01-01 12:41:52,Mumbai,0
TXN000057,CUST0485,1552.17,2024-01-01 12:43:27,Kolkata,0
TXN000058,CUST0307,1938.75,2024-02-15 16:30:21,Pune,1
TXN000059,CUST0135,3581.1,2024-01-01 13:09:21,Bangalore,0
TXN000060,CUST0021,3749.76,2024-01-01 13:09:27,Bangalore,0
TXN000061,CUST0329,11040.64,2024-01-01 13:33:04,Delhi,0
TXN000062,CUST0167,7418.55,2024-01-01 13:35:26,Mumbai,0
TXN000063,CUST0274,260799.05,2024-01-01 13:51:32,Hyderabad,1
TXN000064,CUST0388,7477.98,2024-01-01 13:55:51,Kolkata,0
TXN000065,CUST0089,10639.86,2024-01-01 13:57:28,Kolkata,0
TXN000066,CUST0316,17965.71,2024-01-01 13:57:52,Pune,0
TXN000067,CUST0014,4385.59,2024-01-01 14:06:58,Surat,0
TXN000068,CUST0242,13093.41,2024-01-01 14:27:35,Pune,0
TXN000069,CUST0265,5567.11,2024-01-01 14:27:46,Kolkata,0
TXN000070,CUST0346,10343.33,2024-01-01 14:37:15,Ahmedabad,0
TXN000071,CUST0053,16724.26,2024-01-01 14:43:30,Hyderabad,0
TXN000072,CUST0386,361.96,2024-01-01 14:59:57,Mumbai,0
TXN000073,CUST0340,6428.37,2024-01-01 15:42:52,Kolkata,0
TXN000074,CUST0092,36460.6,2024-01-01 16:07:11,Delhi,0
TXN000075,CUST0367,287574.76,2024-01-01 16:08:43,Hyderabad,1
TXN000076,CUST0444,16078.69,2024-01-01 16:15:41,Kolkata,0
TXN000077,CUST0455,1745.38,2024-01-01 16:24:32,Kolkata,0
TXN000078,CUST0428,7516.53,2024-01-25 19:20:16,Jaipur,1
TXN000079,CUST0264,16440.62,2024-01-01 17:26:24,Hyderabad,0
TXN000080,CUST0431,4618.5,2024-01-01 18:17:47,Pune,0
TXN000081,CUST0035,5435.5,2024-01-01 19:01:55,Surat,0
TXN000082,CUST0206,784.62,2024-01-01 19:18:39,Pune,0
TXN000083,CUST0081,444.7,2024-01-01 19:52:04,Mumbai,0
TXN000084,CUST0420,5159.55,2024-01-01 20:03:39,Surat,0
TXN000085,CUST0050,14936.33,2024-01-01 20:14:07,Kolkata,0
TXN000086,CUST0360,21526.88,2024-01-01 20:15:08,Surat,0
TXN000087,CUST0388,8698.85,2024-01-01 20:17:59,Kolkata,0
TXN000088,CUST0002,256563.34,2024-01-01 20:26:08,Chennai,1
TXN000089,CUST0390,10719.8,2024-01-01 20:37:11,Chennai,0
TXN000090,CUST0054,9771.5,2024-01-16 09:40:37,Pune,1
TXN000091,CUST0106,11823.85,2024-01-01 20:45:23,Bangalore,0
TXN000092,CUST0260,5730.48,2024-01-01 20:46:44,Surat,0
TXN000093,CUST0310,4999.0,2024-01-01 21:39:54,Pune,0
TXN000094,CUST0477,1486.67,2024-01-01 21:41:53,Chennai,0
TXN000095,CUST0191,14953.73,2024-01-01 21:49:23,Surat,0
TXN000096,CUST0402,465.12,2024-01-01 21:55:47,Ahmedabad,0
TXN000097,CUST0218,2589.73,2024-01-01 22:12:51,Hyderabad,0
TXN000098,CUST0044,5970.36,2024-01-01 22:32:27,Ahmedabad,0
TXN000099,CUST0162,28590.4,2024-01-01 22:32:51,Jaipur,0
TXN000100,CUST0202,12433.22,2024-01-01 23:12:56,Chennai,0
TXN000101,CUST0446,137440.03,2024-01-01 23:21:46,Mumbai,1
TXN000102,CUST0484,10112.66,2024-01-01 23:22:33,Surat,0
TXN000103,CUST0270,21532.13,2024-01-01 23:42:30,Kolkata,0
TXN000104,CUST0351,419340.27,2024-01-01 23:43:15,Kolkata,1
TXN000105,CUST0304,5058.28,2024-01-02 00:02:49,Hyderabad,0
TXN000106,CUST0271,6541.45,2024-01-02 00:39:40,Hyderabad,0
TXN000107,CUST0456,3086.27,2024-01-02 00:55:43,Mumbai,1
TXN000108,CUST0462,19131.31,2024-01-02 01:27:36,Bangalore,0
TXN000109,CUST0215,12867.51,2024-01-02 01:27:45,Mumbai,1
TXN000110,CUST0252,9879.38,2024-01-02 01:27:59,Kolkata,0
TXN000111,CUST0190,7215.09,2024-01-02 01:34:51,Hyderabad,1
TXN000112,CUST0296,28013.62,2024-01-02 01:40:47,Chennai,0
TXN000113,CUST0213,2927.22,2024-01-02 01:48:09,Kolkata,0
TXN000114,CUST0208,2762.94,2024-01-02 01:54:06,Jaipur,1
TXN000115,CUST0237,2318.04,2024-01-02 01:57:56,Pune,1
TXN000116,CUST0338,10931.42,2024-01-02 02:00:08,Jaipur,1
TXN000117,CUST0367,12867.66,2024-01-02 02:14:15,Pune,0
TXN000118,CUST0053,7372.82,2024-01-02 02:18:22,Surat,1
TXN000119,CUST0280,8544.05,2024-01-02 02:28:07,Jaipur,0
TXN000120,CUST0410,3533.48,2024-01-02 02:31:34,Pune,1
TXN000121,CUST0217,424.56,2024-01-02 02:52:28,Jaipur,1
TXN000122,CUST0252,2440.33,2024-01-02 03:45:19,Bangalore,0
TXN000123,CUST0188,7122.39,2024-01-02 04:34:37,Hyderabad,0
TXN000124,CUST0380,13510.29,2024-01-02 04:35:03,Hyderabad,0
TXN000125,CUST0493,12111.67,2024-01-02 04:37:01,Surat,0
TXN000126,CUST0041,1682.61,2024-01-02 05:44:02,Ahmedabad,0
TXN000127,CUST0157,522.53,2024-01-02 07:07:15,Kolkata,0
TXN000128,CUST0015,15306.88,2024-01-02 07:07:16,Delhi,0
TXN000129,CUST0301,728.79,2024-01-02 07:49:20,Delhi,0
TXN000130,CUST0065,4097.92,2024-01-02 07:57:22,Kolkata,0
TXN000131,CUST0345,891.72,2024-01-02 07:57:44,Surat,0
TXN000132,CUST0327,6741.8,2024-01-02 08:13:01,Surat,0
TXN000133,CUST0009,3712.11,2024-01-02 08:21:21,Chennai,0
TXN000134,CUST0344,1910.12,2024-01-02 08:28:28,Pune,0
TXN000135,CUST0129,7334.26,2024-01-02 08:36:09,Jaipur,0
TXN000136,CUST0492,3712.81,2024-01-02 08:36:48,Surat,0
TXN000137,CUST0136,1559.74,2024-01-02 09:32:10,Chennai,0
TXN000138,CUST0472,9734.09,2024-01-02 09:39:33,Kolkata,0
TXN000139,CUST0063,14602.64,2024-01-02 09:41:24,Jaipur,0
TXN000140,CUST0139,2658.81,2024-01-02 09:48:21,Mumbai,0
TXN000141,CUST0499,1750.54,2024-01-02 09:52:17,Surat,0
TXN000142,CUST0081,725.87,2024-01-02 09:53:46,Delhi,0
TXN000143,CUST0392,6104.55,2024-01-02 09:59:26,Jaipur,0
TXN000144,CUST0163,14336.77,2024-01-02 10:06:12,Hyderabad,0
TXN000145,CUST0419,2409.89,2024-01-02 10:13:02,Chennai,0
TXN000146,CUST0289,5038.94,2024-01-02 10:13:19,Kolkata,0
TXN000147,CUST0379,1502.48,2024-01-02 10:21:02,Hyderabad,0
TXN000148,CUST0261,4242.81,2024-01-02 10:27:58,Mumbai,0
TXN000149,CUST0490,224.53,2024-01-02 10:57:31,Jaipur,0
TXN000150,CUST0231,19428.63,2024-01-02 11:21:59,Ahmedabad,0
TXN000151,CUST0041,9130.23,2024-01-02 11:51:41,Bangalore,0
TXN000152,CUST0028,3337.49,2024-01-02 11:57:46,Surat,0
TXN000153,CUST0135,17142.39,2024-01-02 12:12:14,Bangalore,0
TXN000154,CUST0201,1716.24,2024-01-02 12:15:09,Bangalore,0
TXN000155,CUST0328,756.05,2024-01-02 12:21:18,Kolkata,0
TXN000156,CUST0268,22964.7,2024-01-02 12:58:34,Delhi,0
TXN000157,CUST0418,3057.12,2024-01-02 13:20:11,Jaipur,0
TXN000158,CUST0033,22087.65,2024-01-02 13:23:27,Chennai,0
TXN000159,CUST0048,8220.34,2024-01-02 13:30:24,Kolkata,0
TXN000160,CUST0407,31413.38,2024-01-02 13:43:17,Ahmedabad,0
TXN000161,CUST0062,329179.82,2024-01-02 13:59:32,Hyderabad,1
TXN000162,CUST0216,991.78,2024-01-02 14:03:59,Ahmedabad,0
TXN000163,CUST0293,15396.71,2024-01-02 14:10:05,Chennai,0
TXN000164,CUST0099,1380.21,2024-01-02 14:17:17,Surat,0
TXN000165,CUST0172,9526.38,2024-01-02 14:19:40,Delhi,0
TXN000166,CUST0360,5651.7,2024-01-02 14:25:07,Bangalore,0
TXN000167,CUST0214,9940.48,2024-01-02 14:38:53,Pune,0
TXN000168,CUST0475,11685.0,2024-01-02 14:46:05,Surat,0
TXN000169,CUST0035,13123.47,2024-01-02 15:04:49,Pune,0
TXN000170,CUST0449,14513.52,2024-01-02 15:08:46,Kolkata,0
TXN000171,CUST0227,15130.29,2024-01-20 07:19:28,Chennai,1
TXN000172,CUST0101,4356.05,2024-01-02 15:36:57,Ahmedabad,0
TXN000173,CUST0431,17702.26,2024-01-02 15:38:48,Ahmedabad,0
TXN000174,CUST0462,10271.74,2024-01-02 16:06:15,Kolkata,0
TXN000175,CUST0131,14709.36,2024-01-02 16:07:34,Bangalore,0
TXN000176,CUST0257,36319.27,2024-01-02 16:10:08,Bangalore,0
TXN000177,CUST0005,1090.14,2024-01-02 16:28:13,Delhi,0
TXN000178,CUST0218,3803.65,2024-01-02 16:42:19,Kolkata,0
TXN000179,CUST0255,13241.77,2024-01-02 17:00:31,Pune,0
TXN000180,CUST0398,822.05,2024-01-02 17:02:13,Kolkata,0
TXN000181,CUST0359,240204.71,2024-01-02 17:09:38,Delhi,0
TXN000182,CUST0283,15737.88,2024-01-02 17:13:08,Chennai,0
TXN000183,CUST0393,253.39,2024-01-02 17:14:29,Mumbai,0
TXN000184,CUST0207,22543.39,2024-01-02 17:49:54,Delhi,0
TXN000185,CUST0015,30686.54,2024-01-02 18:07:13,Kolkata,0
TXN000186,CUST0346,3212.18,2024-01-02 19:33:57,Hyderabad,0
TXN000187,CUST0042,11746.57,2024-01-02 19:57:33,Surat,0
TXN000188,CUST0380,1188.17,2024-01-02 20:09:48,Bangalore,0
TXN000189,CUST0461,11957.66,2024-01-02 20:09:58,Delhi,0
TXN000190,CUST0179,5354.86,2024-01-02 20:17:52,Bangalore,0
TXN000191,CUST0063,15844.52,2024-01-02 20:24:36,Chennai,0
TXN000192,CUST0352,2012.22,2024-01-02 20:39:46,Surat,0
TXN000193,CUST0231,9034.0,2024-01-02 20:48:18,Surat,0
TXN000194,CUST0241,12438.69,2024-01-02 20:52:34,Hyderabad,0
TXN000195,CUST0052,1910.11,2024-01-02 20:54:46,Ahmedabad,0
TXN000196,CUST0096,13742.63,2024-01-02 21:32:24,Jaipur,0
TXN000197,CUST0388,25457.92,2024-01-02 21:41:26,Delhi,0
TXN000198,CUST0222,7758.54,2024-01-02 21:55:01,Bangalore,0
TXN000199,CUST0485,12391.37,2024-01-02 22:23:11,Chennai,0
TXN000200,CUST0407,6184.28,2024-01-02 22:24:31,Kolkata,0
TXN000201,CUST0231,7392.48,2024-02-04 17:30:24,Pune,1
TXN000202,CUST0237,207.54,2024-01-13 17:13:12,Pune,1
TXN000203,CUST0143,6043.53,2024-01-02 23:28:43,Surat,0
TXN000204,CUST0171,6955.95,2024-01-02 23:33:56,Kolkata,0
TXN000205,CUST0029,8970.45,2024-01-02 23:55:07,Mumbai,0
TXN000206,CUST0036,1584.77,2024-01-03 00:20:01,Ahmedabad,0
TXN000207,CUST0013,2309.97,2024-01-03 00:29:48,Jaipur,0
TXN000208,CUST0160,11384.85,2024-01-03 01:13:36,Delhi,1
TXN000209,CUST0327,1567.91,2024-01-03 01:14:25,Mumbai,1
TXN000210,CUST0187,4403.19,2024-01-03 01:17:56,Chennai,1
TXN000211,CUST0243,322188.29,2024-01-03 01:21:36,Delhi,1
TXN000212,CUST0086,6402.9,2024-01-03 01:25:46,Pune,0
TXN000213,CUST0284,34763.38,2024-01-03 01:29:17,Bangalore,0
TXN000214,CUST0066,15386.39,2024-01-03 01:34:35,Jaipur,0
TXN000215,CUST0170,2611.93,2024-01-03 01:43:02,Ahmedabad,0
TXN000216,CUST0045,3778.68,2024-01-03 01:48:20,Kolkata,0
TXN000217,CUST0062,20170.34,2024-01-03 01:49:00,Kolkata,1
TXN000218,CUST0441,18385.43,2024-01-03 01:49:14,Kolkata,1
TXN000219,CUST0134,1499.86,2024-01-03 02:01:56,Hyderabad,1
TXN000220,CUST0284,14241.43,2024-01-03 02:18:56,Ahmedabad,0
TXN000221,CUST0028,2926.11,2024-01-03 02:26:41,Chennai,1
TXN000222,CUST0108,6378.65,2024-01-03 02:50:24,Hyderabad,0
TXN000223,CUST0044,140.89,2024-01-03 02:52:28,Bangalore,1
TXN000224,CUST0340,52614.41,2024-01-03 03:10:15,Bangalore,1
TXN000225,CUST0286,11553.56,2024-01-03 03:33:59,Delhi,1
TXN000226,CUST0446,322578.17,2024-01-03 03:37:26,Hyderabad,1
TXN000227,CUST0331,9310.91,2024-01-03 04:04:46,Delhi,0
TXN000228,CUST0128,2877.28,2024-01-03 04:27:54,Surat,0
TXN000229,CUST0348,849.7,2024-01-03 04:54:37,Chennai,0
TXN000230,CUST0473,4531.4,2024-01-03 05:33:23,Surat,0
TXN000231,CUST0231,7709.52,2024-02-04 17:25:54,Mumbai,1
TXN000232,CUST0190,852.53,2024-01-03 05:57:23,Delhi,0
TXN000233,CUST0225,5945.24,2024-01-03 06:17:08,Mumbai,0
TXN000234,CUST0385,5886.61,2024-02-26 08:00:10,Delhi,1
TXN000235,CUST0377,8024.78,2024-01-03 06:46:10,Chennai,0
TXN000236,CUST0283,2344.55,2024-01-03 07:00:17,Mumbai,0
TXN000237,CUST0446,266.86,2024-01-03 07:01:50,Pune,0
TXN000238,CUST0121,3242.65,2024-01-03 07:17:21,Mumbai,0
TXN000239,CUST0116,4167.71,2024-01-03 07:25:42,Bangalore,0
TXN000240,CUST0461,8179.12,2024-01-03 07:36:51,Delhi,0
TXN000241,CUST0233,21393.75,2024-01-03 08:49:40,Delhi,0
TXN000242,CUST0259,1919.08,2024-01-03 08:59:22,Chennai,0
TXN000243,CUST0359,9400.95,2024-02-12 20:25:55,Jaipur,1
TXN000244,CUST0198,919.81,2024-01-03 09:38:20,Bangalore,0
TXN000245,CUST0456,1791.91,2024-01-03 09:39:40,Pune,0
TXN000246,CUST0411,5792.68,2024-01-03 09:40:27,Surat,0
TXN000247,CUST0137,9958.36,2024-01-03 09:49:10,Bangalore,0
TXN000248,CUST0318,15747.52,2024-01-03 10:01:26,Surat,0
TXN000249,CUST0165,10997.61,2024-01-03 10:15:20,Hyderabad,0
TXN000250,CUST0225,223.77,2024-01-03 10:44:23,Jaipur,0
TXN000251,CUST0307,9314.37,2024-01-03 10:56:44,Bangalore,0
TXN000252,CUST0234,14028.12,2024-01-03 11:03:48,Ahmedabad,0
TXN000253,CUST0172,261727.32,2024-01-03 11:07:34,Pune,1
TXN000254,CUST0152,27057.29,2024-01-03 11:09:46,Ahmedabad,0
TXN000255,CUST0463,134.57,2024-01-03 11:14:59,Delhi,0
TXN000256,CUST0315,13758.96,2024-01-03 11:25:33,Jaipur,0
TXN000257,CUST0374,3361.58,2024-01-03 11:26:08,Mumbai,0
TXN000258,CUST0160,8508.86,2024-01-03 11:30:23,Bangalore,0
TXN000259,CUST0096,9559.83,2024-01-03 12:03:14,Chennai,0
TXN000260,CUST0472,3025.14,2024-01-03 12:10:51,Pune,0
TXN000261,CUST0233,43196.31,2024-01-03 12:29:27,Chennai,0
TXN000262,CUST0180,971.83,2024-01-03 12:36:08,Delhi,0
TXN000263,CUST0113,1466.58,2024-01-03 12:42:27,Bangalore,0
TXN000264,CUST0318,17919.21,2024-01-03 12:52:42,Bangalore,0
TXN000265,CUST0497,1115.21,2024-01-03 12:55:56,Pune,0
TXN000266,CUST0442,3940.9,2024-01-03 13:12:06,Hyderabad,0
TXN000267,CUST0052,10668.32,2024-01-03 13:13:41,Hyderabad,0
TXN000268,CUST0268,12642.22,2024-01-03 13:41:11,Chennai,0
TXN000269,CUST0295,24850.14,2024-01-03 14:49:39,Chennai,0
TXN000270,CUST0386,12568.96,2024-01-03 15:01:24,Jaipur,0
TXN000271,CUST0387,14990.54,2024-01-03 15:46:42,Kolkata,0
TXN000272,CUST0113,23966.64,2024-01-21 09:13:58,Ahmedabad,1
TXN000273,CUST0101,6553.89,2024-01-03 16:03:16,Chennai,0
TXN000274,CUST0113,3465.85,2024-01-03 16:28:51,Bangalore,0
TXN000275,CUST0440,11570.88,2024-01-03 16:32:01,Mumbai,0
TXN000276,CUST0081,1528.63,2024-02-18 17:42:48,Jaipur,1
TXN000277,CUST0187,665.37,2024-01-03 16:55:25,Jaipur,0
TXN000278,CUST0113,464996.14,2024-01-03 17:01:25,Delhi,1
TXN000279,CUST0002,24174.0,2024-01-03 17:04:55,Chennai,0
TXN000280,CUST0130,4773.58,2024-01-03 17:07:13,Chennai,0
TXN000281,CUST0220,1505.63,2024-01-03 17:12:25,Mumbai,0
TXN000282,CUST0054,5597.65,2024-01-03 17:14:58,Delhi,0
TXN000283,CUST0343,4098.0,2024-01-03 17:33:14,Ahmedabad,0
TXN000284,CUST0485,3827.76,2024-01-03 17:40:36,Pune,0
TXN000285,CUST0224,8012.63,2024-01-03 17:47:04,Mumbai,0
TXN000286,CUST0225,1636.41,2024-01-03 18:05:02,Kolkata,0
TXN000287,CUST0385,3930.5,2024-01-03 18:07:58,Kolkata,0
TXN000288,CUST0403,16340.75,2024-01-03 18:12:46,Pune,0
TXN000289,CUST0126,10564.75,2024-01-03 18:20:26,Ahmedabad,0
TXN000290,CUST0130,557.55,2024-01-03 18:34:07,Hyderabad,0
TXN000291,CUST0053,5870.79,2024-01-03 18:45:46,Delhi,0
TXN000292,CUST0172,865.88,2024-01-03 18:52:20,Chennai,0
TXN000293,CUST0218,25365.34,2024-01-03 19:02:04,Ahmedabad,0
TXN000294,CUST0160,2344.49,2024-01-03 19:25:26,Ahmedabad,0
TXN000295,CUST0198,21679.38,2024-01-03 19:42:41,Hyderabad,0
TXN000296,CUST0416,14466.55,2024-01-03 19:58:17,Pune,0
TXN000297,CUST0247,6512.36,2024-01-03 20:07:36,Jaipur,1
TXN000298,CUST0324,3379.46,2024-01-03 20:34:49,Surat,0
TXN000299,CUST0439,15712.42,2024-01-03 21:08:44,Surat,0
TXN000300,CUST0203,1426.39,2024-02-01 03:57:28,Surat,1
TXN000301,CUST0184,1687.35,2024-01-03 22:08:35,Delhi,0
TXN000302,CUST0123,2136.28,2024-03-17 04:07:20,Hyderabad,1
TXN000303,CUST0401,7384.4,2024-01-03 22:34:03,Jaipur,0
TXN000304,CUST0255,3118.81,2024-01-03 22:37:45,Bangalore,0
TXN000305,CUST0294,36311.94,2024-01-03 22:42:27,Pune,0
TXN000306,CUST0280,1836.43,2024-01-03 22:58:59,Chennai,0
TXN000307,CUST0325,13203.11,2024-03-23 12:05:50,Chennai,1
TXN000308,CUST0372,905.96,2024-01-03 23:31:11,Bangalore,0
TXN000309,CUST0098,3588.8,2024-01-03 23:48:00,Surat,0
TXN000310,CUST0198,2335.2,2024-01-04 00:03:45,Mumbai,0
TXN000311,CUST0470,30221.23,2024-01-04 00:03:47,Ahmedabad,1
TXN000312,CUST0395,308.54,2024-01-04 00:15:02,Hyderabad,0
TXN000313,CUST0240,10331.57,2024-01-04 00:25:10,Delhi,0
TXN000314,CUST0144,2377.2,2024-01-04 00:32:41,Mumbai,0
TXN000315,CUST0097,13438.6,2024-01-04 00:37:00,Mumbai,0
TXN000316,CUST0201,3082.72,2024-01-04 00:42:25,Chennai,0
TXN000317,CUST0124,1758.99,2024-01-04 00:49:59,Chennai,0
TXN000318,CUST0187,9548.3,2024-01-04 00:55:30,Pune,1
TXN000319,CUST0326,2482.68,2024-01-04 00:58:59,Kolkata,0
TXN000320,CUST0464,5417.21,2024-01-04 01:02:48,Mumbai,1
TXN000321,CUST0349,1228.21,2024-01-04 01:09:16,Surat,1
TXN000322,CUST0259,10416.19,2024-01-04 01:09:29,Delhi,0
TXN000323,CUST0148,4278.28,2024-01-04 01:11:43,Bangalore,1
TXN000324,CUST0252,1311.98,2024-01-04 01:33:46,Jaipur,1
TXN000325,CUST0443,10925.82,2024-01-04 01:37:13,Chennai,1
TXN000326,CUST0420,972.83,2024-01-04 01:52:56,Pune,0
TXN000327,CUST0403,6941.95,2024-01-04 02:28:36,Delhi,1
TXN000328,CUST0346,7581.45,2024-01-04 02:36:42,Delhi,1
TXN000329,CUST0451,21414.24,2024-01-04 02:53:14,Delhi,0
TXN000330,CUST0147,1409.38,2024-01-04 03:00:01,Hyderabad,1
TXN000331,CUST0148,8575.43,2024-01-04 03:26:49,Jaipur,0
TXN000332,CUST0352,3934.21,2024-01-04 03:36:41,Pune,0
TXN000333,CUST0199,4197.47,2024-01-04 03:44:27,Jaipur,1
TXN000334,CUST0308,5674.43,2024-01-04 03:45:43,Pune,0
TXN000335,CUST0489,2230.34,2024-01-04 04:58:52,Jaipur,0
TXN000336,CUST0417,5047.04,2024-01-04 05:10:34,Hyderabad,0
TXN000337,CUST0424,9388.49,2024-01-04 05:10:45,Mumbai,0
TXN000338,CUST0128,4986.83,2024-01-04 05:25:47,Pune,0
TXN000339,CUST0039,447.51,2024-01-04 05:59:19,Chennai,0
TXN000340,CUST0338,2485.38,2024-01-04 06:17:13,Jaipur,0
TXN000341,CUST0360,3564.26,2024-01-04 06:38:46,Pune,0
TXN000342,CUST0129,3604.58,2024-01-04 06:50:16,Mumbai,0
TXN000343,CUST0267,775.81,2024-01-04 07:14:51,Pune,0
TXN000344,CUST0476,4876.45,2024-01-04 07:15:56,Bangalore,0
TXN000345,CUST0441,9519.92,2024-01-04 07:28:20,Bangalore,0
TXN000346,CUST0473,499.17,2024-01-04 07:29:32,Kolkata,0
TXN000347,CUST0434,11219.98,2024-01-04 07:35:39,Delhi,0
TXN000348,CUST0151,24927.47,2024-01-04 07:37:09,Jaipur,0
TXN000349,CUST0415,175.06,2024-01-04 07:41:25,Jaipur,0
TXN000350,CUST0478,1822.32,2024-01-04 07:47:29,Kolkata,0
TXN000351,CUST0298,6373.12,2024-01-04 07:52:35,Jaipur,0
TXN000352,CUST0099,2067.71,2024-01-04 07:58:26,Pune,0
TXN000353,CUST0263,11672.64,2024-01-04 08:09:29,Jaipur,0
TXN000354,CUST0252,3093.29,2024-01-04 08:16:28,Surat,0
TXN000355,CUST0144,2880.88,2024-01-04 08:22:52,Delhi,0
TXN000356,CUST0346,107.39,2024-01-04 08:36:00,Hyderabad,0
TXN000357,CUST0112,2619.07,2024-01-04 09:03:19,Pune,0
TXN000358,CUST0500,2063.83,2024-01-04 09:15:27,Pune,0
TXN000359,CUST0060,3463.5,2024-01-04 09:28:33,Chennai,0
TXN000360,CUST0369,1378.13,2024-01-04 09:45:58,Chennai,0
TXN000361,CUST0002,7324.01,2024-01-04 09:52:48,Hyderabad,0
TXN000362,CUST0385,2282.26,2024-01-04 09:55:57,Pune,0
TXN000363,CUST0304,14358.48,2024-01-04 09:56:17,Ahmedabad,0
TXN000364,CUST0254,2778.84,2024-03-28 13:48:11,Surat,1
TXN000365,CUST0140,1994.59,2024-01-04 10:00:15,Mumbai,0
TXN000366,CUST0453,567.4,2024-01-04 10:07:53,Ahmedabad,0
TXN000367,CUST0037,10873.72,2024-01-04 10:11:03,Delhi,0
TXN000368,CUST0160,5777.6,2024-01-04 10:11:41,Kolkata,0
TXN000369,CUST0009,1066.35,2024-03-20 19:49:52,Chennai,1
TXN000370,CUST0233,2101.39,2024-01-04 10:20:12,Ahmedabad,0
TXN000371,CUST0099,53381.36,2024-01-04 10:21:48,Pune,0
